452,3,90,,35
453,81,26,63,30
454,,85,88,95
455,26,53,19,
456,93,85,,
457,32,43,46,88
458,90,82,,10
459,91,71,29,89
460,64,75,96,84
461,85,33,46,26
462,81,,12,82
463,20,,,12
464,31,,33,87
465,49,71,,
466,7,,,62
467,98,17,67,15
468,88,83,54,
469,100,2,54,
470,100,,22,80
471,24,,97,
472,43,21,98,64
473,43,69,45,75
474,,19,8,40
475,,,,48
476,,84,14,22
477,,63,51,56
478,28,89,21,23
479,12,33,78,70
480,50,41,,1
481,95,,,70
482,2,51,39,58
483,42,8,,27
484,48,83,37,46
485,73,68,81,
486,,,1,98
487,97,,79,12
488,60,,,14
489,1,15,82,
490,33,33,92,63
491,27,29,11,42
492,92,18,78,
493,,2,13,69
494,,46,20,90
495,94,19,73,
496,,,11,64
497,20,78,,29
498,47,78,90,
499,,,,
500,18,63,70,
501,71,4,88,
502,,54,25,89
503,80,44,57,24
504,,14,62,
505,21,,,5
506,63,,98,11
507,6,60,,80
508,86,,26,4
509,73,37,,
510,44,5,38,76
511,48,34,97,17
512,25,41,,29
513,,38,,49
514,48,41,6,30
515,74,80,77,10
516,,31,32,41
517,,,40,68
518,44,,100,54
519,53,,98,
520,76,12,87,37
521,22,20,12,63
522,49,39,63,
523,,86,,56
524,22,83,98,
525,81,44,,18
526,50,41,23,37
527,94,17,67,
528,60,63,54,79
529,66,86,,12
530,2,49,99,
531,19,99,,20
532,54,70,,11
533,88,,,5
534,87,57,95,
535,,37,34,54
536,,48,,22
537,92,,63,19
538,,,11,76
539,96,75,,87
540,14,4,64,95
541,37,71,,72
542,21,86,82,8
543,32,36,,58
544,60,74,22,73
545,,98,42,57
546,41,80,25,
547,50,12,42,18
548,40,88,25,84
549,91,73,82,
550,,9,,
551,75,5,6,66
552,76,,70,17
553,34,41,35,80
554,,10,46,21
555,80,,100,
556,96,42,7,8
557,26,56,62,95
558,88,8,6,36
559,91,37,83,83
560,18,61,49,44
561,29,64,10,17
562,20,78,95,78
563,100,,73,
564,5,,80,
565,37,7,66,19
566,,,,9
567,9,51,,54
568,,79,30,
569,,,47,
570,9,8,31,94
571,,68,53,39
572,,7,64,
573,66,68,82,63
574,17,31,98,12
575,64,22,73,
576,84,40,38,26
577,15,,65,44
578,69,11,72,82
579,56,30,36,35
580,97,14,4,
581,10,,30,7
582,86,,43,85
583,77,,43,28
584,,1,,27
585,23,40,85,48
586,99,,56,
587,90,97,50,56
588,63,,,12
589,52,64,27,
590,,,96,62
591,,35,71,63
592,,5,79,58
593,13,,16,
594,16,98,,
595,47,22,83,10
596,54,23,4,30
597,34,,85,83
598,2,41,54,100
599,68,6,35,
600,40,9,58,
601,73,,,44
602,48,,,
603,79,64,,2
604,30,33,,19
605,83,17,80,
606,70,80,54,40
607,70,20,,92
608,,,1,23
609,,58,78,2
610,2,,42,19
611,27,85,25,62
612,84,28,61,
613,34,97,1,30
614,,38,19,8
615,,94,56,91
616,36,80,78,
617,6,45,38,83
618,74,31,2,13
619,,,3,40
620,7,,,46
621,42,34,34,
622,,17,31,59
623,23,66,36,36
624,99,51,100,33
625,62,94,,
626,67,43,73,
627,17,13,28,48
628,51,4,67,20
629,77,6,27,56
630,15,20,54,4
631,21,,19,100
632,15,,2,44
633,78,79,30,72
634,18,45,40,68
635,12,25,84,83
636,38,79,88,
637,71,88,,56
638,25,69,,53
639,74,,,61
640,72,41,,
641,64,42,,79
642,58,15,74,69
643,46,9,28,35
644,26,31,3,76
645,9,48,16,41
646,2,65,84,53
647,100,47,39,62
648,60,98,,27
649,16,,,100
650,,18,9,16
651,,87,89,54
652,19,95,43,6
653,,73,,37
654,17,36,88,78
655,,,38,
656,4,96,60,41
657,18,80,,36
658,60,63,94,69
659,10,67,55,83
660,93,78,,33
661,29,89,62,72
662,100,73,80,
663,,56,49,88
664,28,10,,
665,4,54,,51
666,73,57,95,
667,76,81,52,83
668,26,74,50,4
669,2,30,47,31
670,42,,,
671,93,,16,40
672,80,61,70,2
673,63,21,,88
674,51,28,33,45
675,,17,,83
676,35,67,37,34
677,79,13,29,32
678,47,15,77,62
679,9,52,66,48
680,69,77,92,21
681,69,2,60,37
682,10,34,28,53
683,9,67,30,
684,21,,,64
685,11,92,72,
686,,81,6,86
687,91,,60,81
688,66,,,96
689,,,90,
690,46,43,58,
691,89,19,97,35
692,64,12,45,16
693,,28,,91
694,55,59,42,93
695,98,,,67
696,93,52,,
697,57,64,47,
698,,,93,65
699,25,35,,90
700,59,52,18,23
701,86,45,45,28
702,87,76,4,23
703,78,97,38,
704,84,89,25,71
705,72,78,,84
706,67,,45,88
707,58,,78,31
708,,,32,8
709,83,42,49,15
710,41,,98,51
711,93,,,31
712,40,72,4,97
713,60,48,,48
714,70,,,63
715,,55,,85
716,6,,5,14
717,68,1,,86
718,53,73,57,
719,94,83,94,87
720,97,62,24,93
721,91,22,30,18
722,30,81,55,25
723,52,5,,65
724,,25,,60
725,79,66,,51
726,16,,1,
727,70,94,64,33
728,,69,,2
729,59,68,49,50
730,10,,97,19
731,,83,20,29
732,73,73,20,94
733,17,49,62,90
734,5,89,62,
735,,,23,20
736,,31,26,99
737,,9,,
738,,67,98,47
739,40,52,,95
740,,25,75,39
741,,63,72,13
742,62,37,,40
743,86,65,,99
744,25,,73,58
745,14,82,15,
746,11,,74,70
747,29,75,75,45
748,25,79,81,63
749,12,,99,56
750,30,,22,6
751,60,46,12,82
752,51,,38,81
753,47,,4,
754,37,31,23,37
755,60,47,,14
756,,32,89,42
757,,22,,47
758,52,2,36,
759,51,30,4,47
760,83,5,,39
761,19,79,33,94
762,55,60,,
763,73,96,4,27
764,28,66,99,56
765,,68,91,
766,,52,29,30
767,,100,38,84
768,95,62,,16
769,46,51,,52
770,,,48,94
771,,,83,26
772,,40,80,99
773,34,7,2,54
774,,16,11,99
775,40,,29,
776,,,59,10
777,,8,,76
778,100,25,9,
779,26,,39,81
780,,34,43,
781,42,,92,58
782,58,31,82,7
783,,7,36,11
784,26,,12,
785,23,,1,33
786,33,39,13,68
787,27,4,76,
788,9,74,65,
789,,74,1,
790,,58,26,100
791,13,76,98,84
792,99,70,49,46
793,27,29,90,27
794,,86,21,97
795,,100,85,
796,,40,89,48
797,64,37,19,82
798,5,8,62,8
799,34,9,82,55
800,91,11,32,
801,100,,90,62
802,,66,,25
803,95,82,77,58
804,72,,,46
805,17,88,43,
806,69,22,55,6
807,,98,97,89
808,91,15,16,55
809,21,99,31,80
810,70,,,60
811,78,45,,61
812,,93,45,42
813,5,18,59,10
814,,88,91,48
815,29,98,33,15
816,,,1,5
817,,55,92,5
818,,30,81,28
819,100,42,38,
820,61,12,99,
821,33,,75,24
822,43,71,34,
823,85,25,76,16
824,,86,,41
825,19,98,,
826,87,66,,66
827,24,85,6,7
828,64,34,47,
829,96,64,,17
830,66,33,,12
831,5,42,37,81
832,24,66,70,33
833,7,,,32
834,96,100,41,40
835,92,,32,
836,60,,61,82
837,95,,72,78
838,27,54,42,
839,83,91,,69
840,16,,,86
841,4,44,,42
842,35,96,19,69
843,36,44,57,7
844,63,59,18,
845,43,64,,71
846,10,,,57
847,,55,29,
848,43,10,69,13
849,58,,,
850,31,,,2
851,73,,50,5
852,,,74,71
853,46,63,23,39
854,28,60,24,26
855,6,82,78,80
856,5,,36,
857,29,75,22,71
858,,61,19,
859,14,9,54,50
860,,8,30,25
861,68,69,17,69
862,20,,,78
863,48,88,,
864,76,90,90,86
865,13,40,97,95
866,77,36,,
867,30,69,25,
868,,12,77,
869,,,58,28
870,11,62,32,65
871,,59,18,56
872,53,29,,
873,16,29,33,
874,88,78,,47
875,41,59,31,40
876,,71,4,
877,48,83,,70
878,,13,52,14
879,45,,,60
880,32,36,13,
881,1,,22,55
882,54,61,98,82
883,75,,,15
884,28,100,39,51
885,9,68,,
886,63,76,2,75
887,98,,,63
888,,28,,16
889,17,65,,
890,43,,,23
891,94,,7,7
892,90,,46,100
893,73,38,83,75
894,26,79,55,
895,59,,50,83
896,15,35,66,18
897,,32,29,79
898,77,19,41,29
899,,,,29
900,79,86,84,
901,39,,,51
902,30,17,,27
903,75,60,55,62
904,63,,91,41
905,24,95,17,
906,42,60,95,
907,,71,21,82
908,33,8,63,
909,9,56,74,53
910,96,14,91,9
911,33,,9,6
912,49,43,13,17
913,79,96,51,96
914,,3,,
915,6,,98,3
916,4,87,18,94
917,,38,68,
918,77,25,38,14
919,65,84,,64
920,42,57,25,1
921,7,59,52,47
922,,32,82,98
923,52,56,,5
924,83,,94,29
925,,,35,88
926,,53,66,28
927,,38,26,
928,72,,19,70
929,11,12,60,94
930,92,36,66,
931,37,20,66,42
932,,33,15,55
933,40,93,57,
934,38,19,,66
935,49,61,,12
936,20,,1,48
937,50,93,80,85
938,,,5,88
939,,,20,27
940,36,,18,74
941,94,3,94,89
942,66,83,,
943,83,24,51,75
944,8,99,59,7
945,,51,66,24
946,23,22,64,12
947,19,99,59,83
948,,69,78,
949,,,85,64
950,32,19,40,10
951,50,23,61,
952,25,45,,23
953,,,33,18
954,,77,32,97
955,,87,36,95
956,92,44,18,89
957,6,98,,88
958,5,72,16,93
959,98,83,75,
960,72,45,23,98
961,78,,42,30
962,89,66,71,51
963,,3,72,
964,39,84,93,
965,,42,,13
966,,5,41,11
967,96,78,55,32
968,73,,29,54
969,67,74,15,70
970,,45,85,
971,71,37,69,
972,73,17,39,43
973,22,67,36,63
974,48,16,84,38
975,,69,68,84
976,13,34,67,88
977,70,,59,82
978,,39,83,
979,99,6,100,20
980,13,17,72,91
981,63,3,78,56
982,15,98,59,38
983,23,24,17,85
984,54,38,,
985,5,86,61,77
986,60,84,32,100
987,44,58,,
988,,63,,61
989,73,84,42,
990,91,,,13
991,69,4,40,50
992,97,74,89,22
993,65,77,54,23
994,,,65,72
995,62,35,57,63
996,,78,49,
997,,,10,45
998,27,90,39,86
999,99,,13,52
1000,91,27,44,47
